test_id,company_id,governorate,region,source_type,year,month,season,pH,turbidity_NTU,TDS_mg_L,chlorine_mg_L,EC_uS_cm,nitrate_mg_L,nitrite_mg_L,ammonia_mg_L,iron_Fe_mg_L,manganese_Mn_mg_L,sulfate_mg_L,hardness_mg_L,chloride_mg_L,DO_mg_L,coliform_CFU_per_100mL,pH_compliant,turbidity_compliant,TDS_compliant,chlorine_compliant,nitrate_compliant,coliform_compliant,potable
445,9,Menoufia,Delta,Canal,2021,12,Winter,7.87,1.36,280,0.34,440,5.19,0.025,0.122,0.039,0.016,32,112,56,10.0,0,1,0,1,1,1,1,0
446,9,Menoufia,Delta,Canal,2020,1,Winter,7.43,1.51,258,0.58,451,2.96,0.011,0.125,0.072,0.027,43,115,44,10.0,0,1,0,1,1,1,1,0
447,9,Menoufia,Delta,Canal,2020,4,Spring,7.7,1.11,268,0.46,525,3.73,0.018,0.141,0.05,0.018,45,127,49,10.0,0,1,0,1,1,1,1,0
448,9,Menoufia,Delta,Canal,2020,1,Winter,7.67,1.27,290,0.48,496,3.85,0.019,0.123,0.121,0.015,48,138,42,10.0,0,1,0,1,1,1,1,0
449,9,Menoufia,Delta,Canal,2023,12,Winter,7.65,0.52,313,0.67,473,1.94,0.02,0.092,0.088,0.039,32,126,40,10.0,0,1,1,1,1,1,1,1
450,9,Menoufia,Delta,Canal,2022,12,Winter,7.54,0.98,290,0.49,475,4.01,0.009,0.165,0.072,0.017,35,140,40,10.0,0,1,1,1,1,1,1,1
451,9,Menoufia,Delta,Canal,2021,9,Autumn,7.57,1.83,303,0.55,522,3.78,0.015,0.191,0.107,0.023,30,127,46,10.0,0,1,0,1,1,1,1,0
452,9,Menoufia,Delta,Canal,2022,5,Spring,7.55,0.97,293,0.34,456,5.69,0.014,0.19,0.097,0.015,47,137,39,10.0,1,1,1,1,1,1,0,0
453,9,Menoufia,Delta,Canal,2022,12,Winter,7.9,0.89,341,0.42,566,3.08,0.016,0.12,0.058,0.024,37,119,41,10.0,1,1,1,1,1,1,0,0
454,9,Menoufia,Delta,Canal,2021,5,Spring,7.78,0.88,308,0.33,553,3.16,0.015,0.167,0.096,0.034,34,134,38,10.0,0,1,1,1,1,1,1,1
455,9,Menoufia,Delta,Canal,2022,1,Winter,7.83,0.93,255,0.47,501,3.71,0.014,0.043,0.086,0.038,46,149,46,10.0,0,1,1,1,1,1,1,1
456,9,Menoufia,Delta,Canal,2023,11,Autumn,7.72,1.16,300,0.56,506,4.12,0.02,0.219,0.084,0.036,39,125,65,10.0,0,1,0,1,1,1,1,0
457,9,Menoufia,Delta,Canal,2023,12,Winter,7.53,1.33,282,0.5,463,5.15,0.014,0.147,0.037,0.032,50,141,40,10.0,0,1,0,1,1,1,1,0
458,9,Menoufia,Delta,Canal,2022,5,Spring,7.82,1.58,294,0.45,535,3.6,0.014,0.145,0.04,0.032,46,133,40,10.0,0,1,0,1,1,1,1,0
459,9,Menoufia,Delta,Canal,2020,6,Summer,7.76,2.33,295,0.43,518,5.39,0.028,0.127,0.143,0.039,58,160,47,10.0,1,1,0,1,1,1,0,0
460,9,Menoufia,Delta,Canal,2023,10,Autumn,7.6,1.23,283,0.58,517,2.87,0.015,0.16,0.087,0.02,54,126,42,10.0,0,1,0,1,1,1,1,0
461,9,Menoufia,Delta,Canal,2020,4,Spring,7.65,1.4,277,0.37,475,4.12,0.024,0.161,0.095,0.024,29,108,30,10.0,0,1,0,1,1,1,1,0
462,10,Kafr el-Sheikh,Delta,Canal,2022,5,Spring,7.25,1.56,353,0.47,512,5.6,0.019,0.148,0.097,0.03,56,160,51,10.0,0,1,0,1,1,1,1,0
463,10,Kafr el-Sheikh,Delta,Canal,2020,5,Spring,7.56,0.28,302,0.47,540,4.23,0.019,0.031,0.118,0.034,47,127,52,10.0,1,1,1,1,1,1,0,0
464,10,Kafr el-Sheikh,Delta,Canal,2022,7,Summer,7.47,2.14,337,0.45,508,6.65,0.023,0.258,0.131,0.043,50,152,46,10.0,0,1,0,1,1,1,1,0
465,10,Kafr el-Sheikh,Delta,Canal,2022,12,Winter,7.53,1.5,295,0.6,595,3.61,0.011,0.151,0.06,0.019,30,146,48,10.0,1,1,0,1,1,1,0,0
466,10,Kafr el-Sheikh,Delta,Canal,2023,2,Winter,7.62,1.16,320,0.38,518,2.72,0.021,0.146,0.096,0.039,52,131,57,10.0,0,1,0,1,1,1,1,0
467,10,Kafr el-Sheikh,Delta,Canal,2021,1,Winter,7.54,1.01,333,0.42,487,3.61,0.012,0.142,0.077,0.034,32,133,49,10.0,0,1,0,1,1,1,1,0
468,10,Kafr el-Sheikh,Delta,Canal,2022,1,Winter,7.45,1.45,302,0.58,490,5.21,0.005,0.13,0.075,0.026,45,171,41,10.0,2,1,0,1,1,1,0,0
469,10,Kafr el-Sheikh,Delta,Canal,2021,10,Autumn,7.44,1.78,286,0.49,577,4.64,0.013,0.118,0.128,0.037,45,143,52,10.0,0,1,0,1,1,1,1,0
470,10,Kafr el-Sheikh,Delta,Canal,2022,7,Summer,7.68,1.58,319,0.57,558,8.02,0.034,0.182,0.147,0.042,44,132,52,10.0,0,1,0,1,1,1,1,0
471,10,Kafr el-Sheikh,Delta,Canal,2023,10,Autumn,7.63,1.58,325,0.48,495,3.77,0.02,0.196,0.083,0.037,45,141,36,10.0,0,1,0,1,1,1,1,0
472,10,Kafr el-Sheikh,Delta,Canal,2022,3,Spring,7.41,1.27,341,0.34,440,5.39,0.019,0.16,0.127,0.031,31,187,42,10.0,0,1,0,1,1,1,1,0
473,10,Kafr el-Sheikh,Delta,Canal,2023,1,Winter,7.6,0.9,329,0.43,521,4.4,0.013,0.138,0.059,0.026,46,128,53,10.0,0,1,1,1,1,1,1,1
474,10,Kafr el-Sheikh,Delta,Canal,2023,12,Winter,7.27,0.94,268,0.52,499,5.13,0.018,0.074,0.055,0.03,40,143,55,10.0,0,1,1,1,1,1,1,1
475,10,Kafr el-Sheikh,Delta,Canal,2022,5,Spring,7.46,1.2,321,0.32,480,5.51,0.012,0.147,0.094,0.042,44,172,50,10.0,0,1,0,1,1,1,1,0
476,10,Kafr el-Sheikh,Delta,Canal,2021,8,Summer,7.38,0.37,347,0.51,487,8.74,0.038,0.279,0.116,0.059,49,176,54,10.0,0,1,1,1,1,1,1,0
477,10,Kafr el-Sheikh,Delta,Canal,2022,7,Summer,7.64,1.15,328,0.44,496,6.91,0.039,0.209,0.198,0.033,34,175,61,10.0,1,1,0,1,1,1,0,0
478,10,Kafr el-Sheikh,Delta,Canal,2023,4,Spring,7.52,1.51,317,0.63,520,4.74,0.026,0.176,0.101,0.039,43,143,36,10.0,0,1,0,1,1,1,1,0
479,10,Kafr el-Sheikh,Delta,Canal,2021,7,Summer,7.42,2.11,301,0.56,567,9.05,0.018,0.199,0.177,0.038,52,171,50,10.0,1,1,0,1,1,1,0,0
480,10,Kafr el-Sheikh,Delta,Canal,2022,1,Winter,7.42,2.01,322,0.42,529,4.8,0.015,0.15,0.115,0.027,56,122,64,10.0,1,1,0,1,1,1,0,0
481,10,Kafr el-Sheikh,Delta,Canal,2022,6,Summer,7.55,2.84,291,0.46,470,6.17,0.042,0.252,0.115,0.059,40,163,54,10.0,0,1,0,1,1,1,1,0
482,10,Kafr el-Sheikh,Delta,Canal,2021,7,Summer,7.54,1.64,325,0.66,600,5.5,0.034,0.217,0.151,0.046,47,155,46,10.0,1,1,0,1,1,1,0,0
483,10,Kafr el-Sheikh,Delta,Canal,2023,12,Winter,7.67,1.53,303,0.54,534,4.14,0.015,0.197,0.032,0.024,44,162,57,10.0,0,1,0,1,1,1,1,0
484,10,Kafr el-Sheikh,Delta,Canal,2020,6,Summer,7.53,3.23,303,0.44,530,7.92,0.029,0.247,0.138,0.049,64,158,53,10.0,0,1,0,1,1,1,1,0
485,10,Kafr el-Sheikh,Delta,Canal,2022,4,Spring,7.47,1.29,355,0.47,535,5.84,0.016,0.126,0.077,0.028,23,161,63,10.0,0,1,0,1,1,1,1,0
486,10,Kafr el-Sheikh,Delta,Canal,2021,12,Winter,7.3,0.98,323,0.56,542,5.22,0.027,0.105,0.062,0.033,38,131,57,10.0,1,1,1,1,1,1,0,0
487,10,Kafr el-Sheikh,Delta,Canal,2023,2,Winter,7.74,1.22,305,0.54,561,2.85,0.022,0.125,0.093,0.038,36,135,35,10.0,0,1,0,1,1,1,1,0
488,10,Kafr el-Sheikh,Delta,Canal,2023,12,Winter,7.53,1.34,288,0.66,548,3.41,0.014,0.159,0.093,0.032,44,160,47,10.0,0,1,0,1,1,1,1,0
489,10,Kafr el-Sheikh,Delta,Canal,2023,6,Summer,7.6,2.16,316,0.31,521,7.18,0.026,0.202,0.154,0.055,48,165,55,10.0,0,1,0,1,1,1,1,0
490,10,Kafr el-Sheikh,Delta,Canal,2022,8,Summer,7.59,2.05,301,0.7,524,6.55,0.031,0.217,0.14,0.064,37,153,43,10.0,2,1,0,1,1,1,0,0
491,10,Kafr el-Sheikh,Delta,Canal,2022,7,Summer,7.36,2.37,325,0.42,579,8.23,0.037,0.224,0.114,0.057,44,128,59,10.0,0,1,0,1,1,1,1,0
492,10,Kafr el-Sheikh,Delta,Canal,2022,6,Summer,7.77,2.61,352,0.46,508,6.72,0.028,0.181,0.154,0.051,57,122,43,10.0,0,1,0,1,1,1,1,0
493,10,Kafr el-Sheikh,Delta,Canal,2023,2,Winter,7.2,1.1,299,0.37,536,2.46,0.025,0.194,0.143,0.017,35,164,57,10.0,2,1,0,1,1,1,0,0
494,10,Kafr el-Sheikh,Delta,Canal,2023,7,Summer,7.44,3.46,310,0.49,496,7.26,0.045,0.214,0.159,0.057,45,145,53,10.0,1,1,0,1,1,1,0,0
495,10,Kafr el-Sheikh,Delta,Canal,2020,12,Winter,7.55,1.78,299,0.38,382,2.67,0.009,0.147,0.067,0.014,45,134,52,10.0,0,1,0,1,1,1,1,0
496,10,Kafr el-Sheikh,Delta,Canal,2022,8,Summer,7.53,1.31,314,0.31,585,4.6,0.031,0.178,0.131,0.044,61,133,56,10.0,0,1,0,1,1,1,1,0
497,10,Kafr el-Sheikh,Delta,Canal,2021,7,Summer,7.52,2.58,314,0.48,614,7.64,0.03,0.19,0.12,0.055,52,179,53,10.0,0,1,0,1,1,1,1,0
498,10,Kafr el-Sheikh,Delta,Canal,2023,8,Summer,7.48,2.38,317,0.47,543,6.43,0.031,0.23,0.112,0.057,39,154,58,10.0,1,1,0,1,1,1,0,0
499,10,Kafr el-Sheikh,Delta,Canal,2020,2,Winter,7.69,1.54,286,0.43,435,4.66,0.018,0.181,0.098,0.04,40,171,45,10.0,0,1,0,1,1,1,1,0
500,10,Kafr el-Sheikh,Delta,Canal,2021,12,Winter,7.73,0.85,274,0.5,500,4.76,0.022,0.127,0.063,0.036,40,137,50,10.0,0,1,1,1,1,1,1,1
501,10,Kafr el-Sheikh,Delta,Canal,2023,4,Spring,7.55,1.16,265,0.42,436,4.39,0.024,0.158,0.158,0.032,42,170,36,10.0,0,1,0,1,1,1,1,0
502,11,Damietta,Delta,Nile/Canal,2023,4,Spring,7.53,1.48,314,0.55,535,4.22,0.021,0.189,0.118,0.025,49,180,53,10.0,0,1,0,1,1,1,1,0
503,11,Damietta,Delta,Nile/Canal,2023,3,Spring,7.54,1.16,285,0.68,548,4.44,0.017,0.101,0.093,0.033,41,157,54,10.0,0,1,0,1,1,1,1,0
504,11,Damietta,Delta,Nile/Canal,2021,1,Winter,7.69,0.38,328,0.38,470,2.8,0.013,0.165,0.112,0.02,47,163,54,10.0,0,1,1,1,1,1,1,1
505,11,Damietta,Delta,Nile/Canal,2022,4,Spring,7.55,0.86,307,0.66,567,3.2,0.027,0.177,0.105,0.023,42,157,53,10.0,0,1,1,1,1,1,1,1
506,11,Damietta,Delta,Nile/Canal,2021,12,Winter,7.79,0.44,267,0.64,523,4.92,0.018,0.127,0.053,0.024,58,156,62,10.0,0,1,1,1,1,1,1,1
507,11,Damietta,Delta,Nile/Canal,2021,9,Autumn,7.59,1.36,327,0.36,527,3.05,0.019,0.205,0.074,0.016,62,136,45,10.0,0,1,0,1,1,1,1,0
508,11,Damietta,Delta,Nile/Canal,2021,2,Winter,7.71,0.48,280,0.55,547,4.64,0.012,0.088,0.07,0.025,59,120,55,10.0,0,1,1,1,1,1,1,1
509,11,Damietta,Delta,Nile/Canal,2021,9,Autumn,7.5,0.68,327,0.56,471,3.81,0.027,0.184,0.07,0.014,49,150,58,10.0,0,1,1,1,1,1,1,1
510,11,Damietta,Delta,Nile/Canal,2020,11,Autumn,7.72,0.62,327,0.49,481,3.71,0.016,0.132,0.07,0.03,37,115,72,10.0,1,1,1,1,1,1,0,0
511,11,Damietta,Delta,Nile/Canal,2020,3,Spring,7.97,1.63,320,0.56,544,4.01,0.009,0.128,0.095,0.023,37,142,65,10.0,0,1,0,1,1,1,1,0
512,11,Damietta,Delta,Nile/Canal,2020,11,Autumn,7.65,1.84,322,0.64,489,5.79,0.03,0.153,0.144,0.022,42,166,57,10.0,0,1,0,1,1,1,1,0
513,11,Damietta,Delta,Nile/Canal,2023,5,Spring,7.73,0.05,286,0.6,534,3.68,0.016,0.074,0.093,0.043,53,192,64,10.0,0,1,1,1,1,1,1,1
514,11,Damietta,Delta,Nile/Canal,2022,6,Summer,7.66,1.87,365,0.48,586,6.81,0.018,0.177,0.12,0.047,57,161,54,10.0,0,1,0,1,1,1,1,0
515,11,Damietta,Delta,Nile/Canal,2022,5,Spring,7.58,1.57,305,0.41,584,2.83,0.029,0.17,0.075,0.028,44,169,63,10.0,0,1,0,1,1,1,1,0
516,11,Damietta,Delta,Nile/Canal,2023,2,Winter,7.56,0.29,293,0.46,508,2.29,0.023,0.143,0.063,0.02,54,151,47,10.0,0,1,1,1,1,1,1,1
517,11,Damietta,Delta,Nile/Canal,2021,7,Summer,7.99,1.27,364,0.62,528,6.58,0.022,0.188,0.125,0.04,36,160,57,10.0,0,1,0,1,1,1,1,0
518,11,Damietta,Delta,Nile/Canal,2023,11,Autumn,7.74,1.4,325,0.55,591,4.94,0.018,0.113,0.1,0.011,46,152,46,10.0,0,1,0,1,1,1,1,0
519,11,Damietta,Delta,Nile/Canal,2023,7,Summer,7.76,2.03,285,0.53,646,7.77,0.023,0.239,0.103,0.03,46,164,65,10.0,0,1,0,1,1,1,1,0
520,11,Damietta,Delta,Nile/Canal,2022,1,Winter,7.72,1.05,313,0.62,547,3.83,0.025,0.033,0.124,0.012,42,154,55,10.0,0,1,0,1,1,1,1,0
521,11,Damietta,Delta,Nile/Canal,2020,10,Autumn,7.74,0.8,295,0.46,545,5.02,0.013,0.168,0.091,0.015,44,183,54,10.0,0,1,1,1,1,1,1,1
522,11,Damietta,Delta,Nile/Canal,2023,12,Winter,7.59,1.12,311,0.54,522,4.51,0.012,0.183,0.076,0.015,49,141,62,10.0,0,1,0,1,1,1,1,0
523,11,Damietta,Delta,Nile/Canal,2020,7,Summer,7.67,1.67,340,0.42,545,5.01,0.03,0.237,0.099,0.03,37,152,47,10.0,1,1,0,1,1,1,0,0
524,11,Damietta,Delta,Nile/Canal,2022,9,Autumn,7.62,1.76,299,0.55,431,4.51,0.017,0.155,0.09,0.029,44,162,43,10.0,0,1,0,1,1,1,1,0
525,11,Damietta,Delta,Nile/Canal,2021,4,Spring,7.5,1.44,284,0.57,498,5.91,0.019,0.152,0.129,0.023,52,144,67,10.0,0,1,0,1,1,1,1,0
526,11,Damietta,Delta,Nile/Canal,2022,11,Autumn,7.63,1.27,303,0.57,569,5.28,0.019,0.101,0.053,0.028,31,152,68,10.0,0,1,0,1,1,1,1,0
527,11,Damietta,Delta,Nile/Canal,2021,11,Autumn,7.51,1.82,295,0.62,519,4.9,0.017,0.109,0.058,0.021,44,159,65,10.0,0,1,0,1,1,1,1,0
528,11,Damietta,Delta,Nile/Canal,2023,7,Summer,7.56,1.86,308,0.44,602,6.8,0.021,0.155,0.115,0.033,48,163,62,10.0,0,1,0,1,1,1,1,0
529,11,Damietta,Delta,Nile/Canal,2022,4,Spring,7.68,0.93,300,0.52,467,4.84,0.018,0.115,0.096,0.016,48,163,59,10.0,0,1,1,1,1,1,1,1
530,11,Damietta,Delta,Nile/Canal,2023,1,Winter,7.64,1.6,285,0.53,538,3.18,0.017,0.202,0.044,0.021,49,149,80,10.0,0,1,0,1,1,1,1,0
531,11,Damietta,Delta,Nile/Canal,2022,12,Winter,7.63,0.69,251,0.56,529,3.38,0.007,0.153,0.075,0.028,62,119,51,10.0,0,1,1,1,1,1,1,1
532,11,Damietta,Delta,Nile/Canal,2022,8,Summer,7.82,2.08,290,0.58,507,7.45,0.031,0.173,0.132,0.048,32,160,49,10.0,2,1,0,1,1,1,0,0
533,11,Damietta,Delta,Nile/Canal,2022,4,Spring,7.78,1.96,292,0.3,573,4.41,0.013,0.173,0.147,0.027,55,138,44,10.0,0,1,0,1,1,1,1,0
534,11,Damietta,Delta,Nile/Canal,2023,1,Winter,7.55,1.32,325,0.37,540,3.92,0.018,0.103,0.079,0.032,48,154,53,10.0,2,1,0,1,1,1,0,0
535,11,Damietta,Delta,Nile/Canal,2021,9,Autumn,7.59,0.74,323,0.61,585,4.07,0.013,0.133,0.08,0.031,36,125,54,10.0,0,1,1,1,1,1,1,1
536,11,Damietta,Delta,Nile/Canal,2021,9,Autumn,7.4,1.49,352,0.44,467,5.15,0.014,0.171,0.119,0.03,53,169,65,10.0,0,1,0,1,1,1,1,0
537,11,Damietta,Delta,Nile/Canal,2023,1,Winter,7.41,1.37,329,0.55,479,5.38,0.029,0.133,0.091,0.025,51,153,56,10.0,0,1,0,1,1,1,1,0
538,12,Faiyum,Upper Egypt,Nile,2022,1,Winter,7.36,1.47,398,0.63,611,5.4,0.021,0.148,0.129,0.061,63,210,53,10.0,0,1,0,1,1,1,1,0
539,12,Faiyum,Upper Egypt,Nile,2023,8,Summer,7.6,3.17,458,0.47,690,7.92,0.023,0.209,0.169,0.049,63,189,81,10.0,0,1,0,1,1,1,1,0
540,12,Faiyum,Upper Egypt,Nile,2022,2,Winter,7.47,1.31,512,0.54,672,5.31,0.02,0.163,0.123,0.019,50,185,72,10.0,1,1,0,1,1,1,0,0
541,12,Faiyum,Upper Egypt,Nile,2021,9,Autumn,7.33,0.54,460,0.44,670,6.14,0.035,0.243,0.129,0.062,68,167,72,10.0,0,1,1,1,1,1,1,0
542,12,Faiyum,Upper Egypt,Nile,2020,4,Spring,7.58,1.54,383,0.57,633,6.98,0.028,0.273,0.162,0.032,54,212,70,10.0,0,1,0,1,1,1,1,0
543,12,Faiyum,Upper Egypt,Nile,2023,12,Winter,7.59,1.43,397,0.5,636,5.73,0.025,0.211,0.136,0.041,40,204,74,10.0,2,1,0,1,1,1,0,0
544,12,Faiyum,Upper Egypt,Nile,2021,10,Autumn,7.53,2.15,393,0.64,703,6.1,0.016,0.266,0.168,0.042,70,196,76,10.0,1,1,0,1,1,1,0,0
545,12,Faiyum,Upper Egypt,Nile,2021,12,Winter,7.49,1.35,435,0.3,591,7.98,0.014,0.197,0.135,0.019,49,227,62,10.0,0,1,0,1,1,1,1,0
546,12,Faiyum,Upper Egypt,Nile,2021,9,Autumn,7.64,2.94,352,0.37,669,4.55,0.029,0.227,0.155,0.05,61,195,60,10.0,0,1,0,1,1,1,1,0
547,12,Faiyum,Upper Egypt,Nile,2022,5,Spring,7.6,1.76,387,0.34,729,7.37,0.022,0.236,0.133,0.042,70,183,68,10.0,1,1,0,1,1,1,0,0
548,12,Faiyum,Upper Egypt,Nile,2021,5,Spring,7.6,1.7,386,0.31,657,5.36,0.019,0.246,0.158,0.04,50,181,80,10.0,0,1,0,1,1,1,1,0
549,12,Faiyum,Upper Egypt,Nile,2020,5,Spring,7.65,1.82,344,0.43,681,6.17,0.025,0.139,0.151,0.039,44,191,80,10.0,0,1,0,1,1,1,1,0
550,12,Faiyum,Upper Egypt,Nile,2022,5,Spring,7.51,2.31,444,0.42,637,6.48,0.028,0.265,0.101,0.037,53,208,81,10.0,1,1,0,1,1,1,0,0
551,12,Faiyum,Upper Egypt,Nile,2023,12,Winter,7.31,1.9,395,0.56,674,4.55,0.025,0.211,0.101,0.04,53,211,70,10.0,0,1,0,1,1,1,1,0
552,12,Faiyum,Upper Egypt,Nile,2023,9,Autumn,7.41,2.3,345,0.37,701,8.33,0.02,0.148,0.174,0.044,57,222,76,10.0,0,1,0,1,1,1,1,0
553,12,Faiyum,Upper Egypt,Nile,2020,11,Autumn,7.51,2.11,355,0.5,629,4.19,0.022,0.226,0.084,0.051,69,193,56,10.0,0,1,0,1,1,1,1,0
554,12,Faiyum,Upper Egypt,Nile,2021,12,Winter,7.49,2.23,396,0.37,667,7.07,0.017,0.199,0.112,0.043,69,190,70,10.0,0,1,0,1,1,1,1,0
555,12,Faiyum,Upper Egypt,Nile,2020,3,Spring,7.61,1.22,417,0.46,689,6.31,0.025,0.268,0.132,0.053,64,236,65,10.0,0,1,0,1,1,1,1,0
556,12,Faiyum,Upper Egypt,Nile,2023,2,Winter,7.29,0.96,355,0.64,574,6.83,0.023,0.181,0.089,0.042,57,219,80,10.0,1,1,1,1,1,1,0,0
557,12,Faiyum,Upper Egypt,Nile,2023,11,Autumn,7.54,2.46,418,0.34,532,6.79,0.026,0.151,0.087,0.038,64,214,73,10.0,1,1,0,1,1,1,0,0
558,12,Faiyum,Upper Egypt,Nile,2023,4,Spring,7.41,1.91,462,0.61,607,8.5,0.013,0.171,0.127,0.048,67,207,69,10.0,0,1,0,1,1,1,1,0
559,12,Faiyum,Upper Egypt,Nile,2023,11,Autumn,7.44,1.36,410,0.5,747,7.21,0.037,0.176,0.168,0.041,57,178,47,10.0,0,1,0,1,1,1,1,0
560,12,Faiyum,Upper Egypt,Nile,2021,12,Winter,7.58,1.36,388,0.51,662,4.7,0.032,0.111,0.086,0.045,84,186,74,10.0,1,1,0,1,1,1,0,0
561,12,Faiyum,Upper Egypt,Nile,2023,4,Spring,7.65,0.52,364,0.48,573,5.23,0.037,0.173,0.155,0.045,59,162,73,10.0,0,1,1,1,1,1,1,1
562,12,Faiyum,Upper Egypt,Nile,2020,1,Winter,7.47,1.0,407,0.28,635,6.72,0.029,0.01,0.109,0.044,54,191,81,10.0,2,1,1,1,1,1,0,0
563,12,Faiyum,Upper Egypt,Nile,2022,2,Winter,7.36,2.23,359,0.39,676,5.72,0.025,0.152,0.081,0.032,79,170,85,10.0,0,1,0,1,1,1,1,0
564,12,Faiyum,Upper Egypt,Nile,2022,7,Summer,7.48,3.63,342,0.33,711,9.26,0.042,0.283,0.205,0.055,72,221,83,10.0,2,1,0,1,1,1,0,0
565,12,Faiyum,Upper Egypt,Nile,2023,9,Autumn,7.37,1.56,395,0.39,595,7.09,0.028,0.207,0.185,0.047,62,197,72,10.0,0,1,0,1,1,1,1,0
566,12,Faiyum,Upper Egypt,Nile,2022,10,Autumn,7.56,1.6,437,0.58,612,8.9,0.025,0.3,0.127,0.052,73,190,72,10.0,0,1,0,1,1,1,1,0
567,12,Faiyum,Upper Egypt,Nile,2021,7,Summer,7.44,2.35,441,0.49,705,9.47,0.039,0.289,0.202,0.068,54,186,71,10.0,0,1,0,1,1,1,1,0
568,12,Faiyum,Upper Egypt,Nile,2022,7,Summer,7.23,2.81,416,0.6,629,6.89,0.042,0.297,0.161,0.048,81,230,50,10.0,2,1,0,1,1,1,0,0
569,12,Faiyum,Upper Egypt,Nile,2022,8,Summer,7.48,2.25,489,0.49,627,8.13,0.038,0.16,0.171,0.062,64,171,68,10.0,0,1,0,1,1,1,1,0
570,12,Faiyum,Upper Egypt,Nile,2023,10,Autumn,7.58,2.16,440,0.29,683,7.77,0.024,0.173,0.115,0.035,73,249,66,10.0,0,1,0,1,1,1,1,0
571,12,Faiyum,Upper Egypt,Nile,2022,4,Spring,7.62,1.41,417,0.42,652,5.42,0.022,0.227,0.155,0.041,51,253,71,10.0,0,1,0,1,1,1,1,0
572,12,Faiyum,Upper Egypt,Nile,2021,12,Winter,7.39,1.58,374,0.4,652,5.17,0.009,0.224,0.138,0.025,67,174,65,10.0,1,1,0,1,1,1,0,0
573,12,Faiyum,Upper Egypt,Nile,2020,4,Spring,7.2,2.67,427,0.39,611,7.48,0.025,0.104,0.185,0.041,81,227,62,10.0,0,1,0,1,1,1,1,0
574,12,Faiyum,Upper Egypt,Nile,2021,1,Winter,7.54,1.82,398,0.41,676,7.56,0.019,0.158,0.115,0.045,69,219,88,10.0,0,1,0,1,1,1,1,0
575,12,Faiyum,Upper Egypt,Nile,2023,12,Winter,7.45,1.29,375,0.43,708,5.8,0.015,0.222,0.163,0.043,75,226,56,10.0,0,1,0,1,1,1,1,0
576,12,Faiyum,Upper Egypt,Nile,2023,1,Winter,7.67,1.95,357,0.66,615,6.85,0.029,0.109,0.12,0.047,54,201,79,10.0,1,1,0,1,1,1,0,0
577,12,Faiyum,Upper Egypt,Nile,2023,12,Winter,7.42,1.18,496,0.51,687,4.6,0.026,0.159,0.093,0.058,72,210,62,10.0,1,1,0,1,1,1,0,0
578,13,Beni Suef,Upper Egypt,Nile,2020,10,Autumn,7.48,2.57,403,0.51,681,6.58,0.022,0.167,0.096,0.056,70,131,77,10.0,0,1,0,1,1,1,1,0
579,13,Beni Suef,Upper Egypt,Nile,2023,9,Autumn,7.57,2.62,386,0.39,688,5.41,0.027,0.189,0.126,0.036,44,164,75,10.0,2,1,0,1,1,1,0,0
580,13,Beni Suef,Upper Egypt,Nile,2022,1,Winter,7.56,1.12,378,0.46,722,4.22,0.009,0.209,0.088,0.031,55,200,52,10.0,0,1,0,1,1,1,1,0
581,13,Beni Suef,Upper Egypt,Nile,2023,11,Autumn,7.39,2.73,417,0.55,626,7.92,0.023,0.178,0.129,0.044,67,175,60,10.0,0,1,0,1,1,1,1,0
582,13,Beni Suef,Upper Egypt,Nile,2023,10,Autumn,7.22,1.41,392,0.58,713,6.25,0.029,0.228,0.072,0.029,62,218,71,10.0,1,1,0,1,1,1,0,0
583,13,Beni Suef,Upper Egypt,Nile,2020,5,Spring,7.41,2.5,355,0.44,655,5.04,0.027,0.191,0.109,0.036,52,214,67,10.0,2,1,0,1,1,1,0,0
584,13,Beni Suef,Upper Egypt,Nile,2021,8,Summer,7.64,1.73,386,0.42,724,6.84,0.036,0.247,0.196,0.052,43,180,58,10.0,0,1,0,1,1,1,1,0
585,13,Beni Suef,Upper Egypt,Nile,2022,6,Summer,7.42,3.7,425,0.52,615,10.48,0.035,0.267,0.177,0.046,64,200,62,10.0,0,1,0,1,1,1,1,0
586,13,Beni Suef,Upper Egypt,Nile,2020,10,Autumn,7.49,2.34,408,0.45,613,6.68,0.02,0.19,0.116,0.041,59,170,75,10.0,1,1,0,1,1,1,0,0
587,13,Beni Suef,Upper Egypt,Nile,2020,12,Winter,7.5,1.32,343,0.56,622,5.01,0.026,0.192,0.091,0.027,55,229,78,10.0,1,1,0,1,1,1,0,0
588,13,Beni Suef,Upper Egypt,Nile,2021,8,Summer,7.69,1.33,422,0.55,716,8.59,0.028,0.243,0.19,0.054,65,214,72,10.0,0,1,0,1,1,1,1,0
589,13,Beni Suef,Upper Egypt,Nile,2021,2,Winter,7.81,1.91,329,0.44,665,5.13,0.028,0.215,0.156,0.026,62,176,47,10.0,0,1,0,1,1,1,1,0
590,13,Beni Suef,Upper Egypt,Nile,2023,12,Winter,7.66,2.44,410,0.68,581,4.2,0.013,0.175,0.111,0.031,69,211,51,10.0,2,1,0,1,1,1,0,0
591,13,Beni Suef,Upper Egypt,Nile,2023,4,Spring,7.48,2.39,403,0.51,598,4.65,0.022,0.257,0.148,0.033,57,165,51,10.0,0,1,0,1,1,1,1,0
